"grids","species"
"Victoria.lake","Brachyalestes jacksonii"
"Namak","Capoeta buhsei"
"Beysehir","Capoeta mauricii"
"Tchad","Caristius macropus"
"Del.Carmen","Catostomus bernardini"
"Santa.Maria","Catostomus bernardini"
"Owens","Catostomus fumeiventris"
"Walker.USA","Catostomus fumeiventris"
"Albert.lake","Catostomus microps"
"Lake.Rukwa","Chiloglanis rukwaensis"
"Four.Mile.Swamp","Chlamydogobius eremius"
"Hay.2","Chlamydogobius eremius"
"Lake.Arthur","Chlamydogobius eremius"
"Lake.Eyre","Chlamydogobius eremius"
"Lake.Eyre.Basin","Chlamydogobius eremius"
"Lake.Torrens","Chlamydogobius eremius"
"Watchie.Swamp","Chlamydogobius eremius"
"William.creek","Chlamydogobius eremius"
"Lake.Eyre.Basin","Chlamydogobius japalpa"
"Lake.Lewis","Chlamydogobius japalpa"
"Lake.Eyre.Basin","Chlamydogobius micropterus"
"Beysehir","Chondrostoma beysehirense"
"Prespa","Chondrostoma prespense"
"Okavango","Clariallabes longicauda"
"Tchad","Clarias buthupogon"
"Humboldt","Cottus baileyi"
"Mojave","Cottus gulosus"
"Lake.Eyre.Basin","Craterocephalus centralis"
"Lake.Lewis","Craterocephalus centralis"
"Billeroo.creek","Craterocephalus eyresii"
"Lake.Arthur","Craterocephalus eyresii"
"Lake.Eyre","Craterocephalus eyresii"
"Lake.Eyre.Basin","Craterocephalus eyresii"
"Lake.Torrens","Craterocephalus eyresii"
"Watchie.Swamp","Craterocephalus eyresii"
"William.creek","Craterocephalus eyresii"
"Lake.Eyre.Basin","Craterocephalus gloveri"
"Lake.Eyre.Basin","Craterocephalus mugiloides"
"Tanganyika","Cyathopharynx furcifer"
"Aguanaval","Cyprinella garmani"
"Nazas","Cyprinella garmani"
"Bedjestan","Cyprinion watsoni"
"Dasht.e.Lut","Cyprinion watsoni"
"Helmand","Cyprinion watsoni"
"Lut","Cyprinion watsoni"
"Mashkel","Cyprinion watsoni"
"Pichin.Lora","Cyprinion watsoni"
"Death.Valley","Cyprinodon diabolis"
"Del.Carmen","Cyprinodon eximius"
"Santa.Maria","Cyprinodon eximius"
"Aguanaval","Cyprinodon nazas"
"Nazas","Cyprinodon nazas"
"Owens","Cyprinodon radiosus"
"Lake.Malombe","Dimidiochromis compressiceps"
"Malawi","Dimidiochromis compressiceps"
"Malawi","Diplotaxodon greenwoodi"
"Lake.Rukwa","Enteromius neefi"
"Tanganyika","Enteromius neefi"
"Victoria.lake","Enteromius profundus"
"Victoria.lake","Enteromius serengetiensis"
"Okavango","Enteromius thamalakanensis"
"Tanganyika","Enteromius thamalakanensis"
"Chilwa","Enteromius toppini"
"Malawi","Enteromius toppini"
"Tanganyika","Enteromius toppini"
"Victoria.lake","Enteromius toppini"
"Quinn","Eremichthys acros"
"Avoca","Galaxias rostratus"
"Cornella.creek","Galaxias rostratus"
"Lake.Tyrrell","Galaxias rostratus"
"Reedy.lake","Galaxias rostratus"
"Mojave","Gasterosteus microcephalus"
"Owens","Gasterosteus microcephalus"
"Bear.river","Gila cypha"
"Mojave","Gila orcuttii"
"Beysehir","Gobio microlepidotus"
"Kivu","Gymnoscopelus fraseri"
"Billeroo.creek","Hapalogenys dampieriensis"
"Victoria.lake","Haplochromis annectidens"
"Edward","Haplochromis eduardianus"
"George.lake","Haplochromis eduardianus"
"Edward","Haplochromis engystoma"
"Victoria.lake","Haplochromis erythrocephalus"
"Edward","Haplochromis lobatus"
"Victoria.lake","Haplochromis omnicaeruleus"
"Tanganyika","Hemibates koningsi"
"Loukos","Hemichromis saharae"
"Okavango","Hepsetus cuvieri"
"Lake.Eyre.Basin","Heteroclinus tristis"
"Mar.Chiquita","Hoplias misionera"
"Valle.de.Mexico","Hyporthodus flavolimbatus"
"Nazas","Ictalurus mexicanus"
"Nazas","Ictalurus pricei"
"Sulphur.Springs.valley","Ictalurus pricei"
"Tanganyika","Interochromis loocki"
"Edward","Labeo annectens"
"Tchad","Labeo annectens"
"Baringo","Labeo cylindricus"
"Chilwa","Labeo cylindricus"
"Edward","Labeo cylindricus"
"Lake.Albert","Labeo cylindricus"
"Lake.Malombe","Labeo cylindricus"
"Malawi","Labeo cylindricus"
"Okavango","Labeo cylindricus"
"Tanganyika","Labeo cylindricus"
"Turkana","Labeo cylindricus"
"Tanganyika","Labeobarbus caudovittatus"
"Tanganyika","Labeobarbus macrolepidotus"
"Edward","Labeobarbus ruwenzorii"
"George.lake","Labeobarbus ruwenzorii"
"Edward","Labeobarbus somereni"
"George.lake","Labeobarbus somereni"
"Kivu","Labeobarbus somereni"
"Tanganyika","Labeobarbus somereni"
"Victoria.lake","Labeobarbus somereni"
"George.lake","Lacustricola bukobanus"
"Lake.Albert","Lacustricola bukobanus"
"Victoria.lake","Lacustricola bukobanus"
"Lake.Rukwa","Lates mariae"
"Tanganyika","Lates mariae"
"Tanganyika","Lates microlepis"
"Ahaggar","Lepidotrigla cadmani"
"Malawi","Lethrinops macracanthus"
"Malawi","Lethrinops parvidens"
"Balkhash","Leuciscus baicalensis"
"Dead.Sea","Luciobarbus barbulus"
"Bahar.el.Hammar","Luciobarbus biscarensis"
"Loukos","Luciobarbus biscarensis"
"Dead.Sea","Luciobarbus longiceps"
"Namak","Luciobarbus mursa"
"Okavango","Luciobarbus mursa"
"Tanganyika","Mastacembelus plagiostomus"
"Malawi","Maylandia benetos"
"Malawi","Maylandia melabranchion"
"Malawi","Maylandia sandaracinos"
"Malawi","Mchenga conophoros"
"Malawi","Melanochromis lepidiadaptes"
"Bulloo","Melanotaenia tatei"
"Lake.Eyre.Basin","Melanotaenia tatei"
"Newcastle.Waters","Melanotaenia tatei"
"Walkabout.creek","Melanotaenia tatei"
"Mojave","Menidia audens"
"Okavango","Nannocharax multifasciatus"
"Amu.Darya","Neogobius pallasi"
"Tanganyika","Neolamprologus sexfasciatus"
"Tanganyika","Neolamprologus timidus"
"Tanganyika","Neolamprologus ventralis"
"Hanlon.creek","Neosilurus gloveri"
"Lake.Eyre.Basin","Neosilurus gloveri"
"Bulloo","Neosilurus pseudospinosus"
"Qinghai","Notropis bairdi"
"Nazas","Notropis braytoni"
"Santa.Maria","Notropis braytoni"
"Nazas","Notropis chihuahua"
"Aguanaval","Notropis jemezanus"
"Del.Carmen","Oncorhynchus gilae"
"Okavango","Opsaridium zambezense"
"Tanganyika","Opsaridium zambezense"
"Titicaca","Orestias robustus"
"Etosha.Pan","Orthochromis machadoi"
"Lake.Malombe","Otopharynx selenurus"
"Malawi","Otopharynx selenurus"
"Lake.Eyre.Basin","Oxyeleotris lineolata"
"Beysehir","Oxynoemacheilus angorae"
"Burdur","Oxynoemacheilus angorae"
"Dead.Sea","Oxynoemacheilus angorae"
"Prespa","Oxynoemacheilus angorae"
"Tuz","Oxynoemacheilus angorae"
"Van","Oxynoemacheilus angorae"
"Van","Oxynoemacheilus ercisianus"
"Tuz","Oxynoemacheilus eregliensis"
"Sistan","Paracobitis rhadinaeus"
"Billeroo.creek","Paraplesiops poweri"
"Heraz","Paraschistura cristata"
"Tchad","Petrocephalus sauvagii"
"Corangamite","Platycephalus richardsoni"
"Cuitzeo","Poecilia butleri"
"Bulloo","Porochilus argenteus"
"Lake.Eyre.Basin","Porochilus argenteus"
"Lake.Machattie","Porochilus argenteus"
"Newcastle.Waters","Porochilus argenteus"
"Playford","Porochilus argenteus"
"Tarrabool.lake","Porochilus argenteus"
"Playford","Porochilus rendahli"
"Billeroo.creek","Pristipomoides argyrogrammicus"
"Bear.river","Prosopium gemmifer"
"Truckee","Prosopium gemmifer"
"Lake.Eyre.Basin","Pseudomugil tenellus"
"Beysehir","Pseudophoxinus battalgilae"
"Tuz","Pseudophoxinus battalgilae"
"Burdur","Pseudophoxinus burduricus"
"Bear.river","Relictus solitarius"
"Humboldt","Relictus solitarius"
"Okavango","Rhabdalestes maunensis"
"Del.Carmen","Rhinichthys cobitis"
"Nazas","Rhinichthys cobitis"
"Prespa","Rhodeus meridionalis"
"Prespa","Salmo peristericus"
"Etosha.Pan","Sargochromis giardi"
"Okavango","Sargochromis giardi"
"Sebkhet.Safioune","Scartelaos tenuis"
"Lake.Eyre.Basin","Scaturiginichthys vermeilipinnis"
"Dasht.e.Kavir","Schizothorax pelzami"
"Heraz","Schizothorax pelzami"
"Helmand","Schizothorax plagiostomus"
"Bulloo","Scortum barcoo"
"Lake.Eyre.Basin","Scortum barcoo"
"Lake.Eyre.Basin","Scortum hillii"
"Namak","Squalius namak"
"Malawi","Synodontis flavitaeniatus"
"Malawi","Taeniolethrinops furcicauda"
"Sebkhet.Safioune","Takifugu ocellatus"
"Tanganyika","Tanganicodus irsacae"
"Tanganyika","Telmatochromis brachygnathus"
"Etosha.Pan","Thoracochromis buysi"
"Titicaca","Trichomycterus laucaensis"
"Tanganyika","Tropheus brichardi"
"Victoria.lake","Xenoclarias eupogon"
"Tanganyika","Xenotilapia bathyphila"
"Tanganyika","Xenotilapia flavipinnis"
"Tanganyika","Xenotilapia ochrogenys"
"Tanganyika","Xenotilapia ornatipinnis"
"Cuitzeo","Xiphophorus montezumae"
"Whitewater","Xyrauchen texanus"
"Shule","Zebrias altipinnis"
"Dead.Sea","Acanthobrama lissneri"
"Zarrine","Acanthobrama urmianus"
"Kor","Alburnoides idignensis"
"Namak","Alburnoides namaki"
"Zarrine","Alburnoides petrubanarescui"
"Zarrine","Alburnus atropatenae"
"Prespa","Alburnus belvica"
"Esfahan","Alburnus doriae"
"Namak","Alburnus doriae"
"Dead.Sea","Alburnus sellal"
"Kor","Alburnus sellal"
"Maharlu","Alburnus sellal"
"Esfahan","Alburnus zagrosensis"
"Malawi","Amphilius platychir"
"Tanganyika","Amphilius platychir"
"Maharlu","Aphanius farsicus"
"Namak","Aphanius farsicus"
"Esfahan","Aphanius isfahanensis"
"Kor","Aphanius sophiae"
"Maharlu","Aphanius sophiae"
"Namak","Aphanius sophiae"
"Tuz","Aphanius transgrediens"
"Bahi.Swamp","Astatotilapia bloyeti"
"Lake.Manyara","Astatotilapia bloyeti"
"Lake.Rukwa","Astatotilapia bloyeti"
"Tanganyika","Astatotilapia bloyeti"
"Victoria.lake","Astatotilapia bloyeti"
"Irharhar","Astatotilapia desfontainii"
"Loukos","Astatotilapia desfontainii"
"Victoria.lake","Astatotilapia desfontainii"
"Okavango","Astyanax orthodus"
"Aguanaval","Atherinella crystallina"
"Ahaggar","Aulopus cadenati"
"Esfahan","Capoeta coadi"
"Bedjestan","Capoeta fusca"
"Dasht.e.Kavir","Capoeta fusca"
"Kal.e.Shur","Capoeta fusca"
"Sistan","Capoeta fusca"
"Esfahan","Capoeta gracilis"
"Zarrine","Capoeta razii"
"Dasht.e.Lut","Capoeta saadii"
"Esfahan","Capoeta saadii"
"Kerman","Capoeta saadii"
"Kor","Capoeta saadii"
"Lut","Capoeta saadii"
"Maharlu","Capoeta saadii"
"Sevan","Capoeta sevangi"
"Zarrine","Capoeta sevangi"
"Wadi.SA1","Carasobarbus apoensis"
"Nazas","Catostomus wigginsi"
"Cuitzeo","Chapalichthys encaustus"
"Mar.Chiquita","Characidium borellii"
"Truckee","Chasmistes cujus"
"Turkana","Chiloglanis brevibarbis"
"Lake.Rukwa","Chiloglanis deckenii"
"Tanganyika","Chiloglanis deckenii"
"Okavango","Chiloglanis fasciatus"
"Cuitzeo","Chirostoma aculeatum"
"Cuitzeo","Chirostoma estor"
"Nazas","Chirostoma labarcae"
"Lake.Eyre.Basin","Chlamydogobius gloveri"
"Kor","Chondrostoma orientale"
"Kor","Cobitis linea"
"Malawi","Copadichromis borleyi"
"Bear.river","Cottus extensus"
"Syr.Darya","Cottus spinulosus"
"Lake.Eyre.Basin","Craterocephalus dalhousiensis"
"Okavango","Ctenopoma multispine"
"Tchad","Ctenopoma nigropannosum"
"Whitewater","Cynoscion xanthulus"
"Tanganyika","Cyprichromis coloratus"
"Nazas","Cyprinella alvarezdelvillari"
"Wadi.SA1","Cyprinion mhalensis"
"Bolson.de.Sandia","Cyprinodon ceciliae"
"Bolson.de.Sandia","Cyprinodon longidorsalis"
"Bolson.de.Sandia","Cyprinodon veronicae"
"Balkhash","Diptychus maculatus"
"Syr.Darya","Diptychus maculatus"
"Malawi","Distichodus mossambicus"
"Malawi","Eclectochromis ornatus"
"Lake.Rukwa","Engraulicypris spinifer"
"Tanganyika","Engraulicypris spinifer"
"Okavango","Enteromius afrovernayi"
"Etosha.Pan","Enteromius barnardi"
"Malawi","Enteromius barnardi"
"Okavango","Enteromius barnardi"
"Lake.Rukwa","Enteromius bifrenatus"
"Malawi","Enteromius bifrenatus"
"Okavango","Enteromius bifrenatus"
"Tanganyika","Enteromius bifrenatus"
"Lake.Rukwa","Enteromius brevipinnis"
"Chilwa","Enteromius innocens"
"Lake.Rukwa","Enteromius innocens"
"Malawi","Enteromius innocens"
"Tanganyika","Enteromius innocens"
"Baringo","Enteromius lineomaculatus"
"Chilwa","Enteromius lineomaculatus"
"Lake.Malombe","Enteromius lineomaculatus"
"Lake.Rukwa","Enteromius lineomaculatus"
"Malawi","Enteromius lineomaculatus"
"Okavango","Enteromius lineomaculatus"
"Tanganyika","Enteromius lineomaculatus"
"Victoria.lake","Enteromius lineomaculatus"
"Tanganyika","Enteromius taeniopleura"
"Chilwa","Enteromius zanzibaricus"
"Tanganyika","Eretmodus marksmithi"
"Aguanaval","Etheostoma pottsii"
"Nazas","Etheostoma pottsii"
"Valle.de.Mexico","Evarra bustamantei"
"Malawi","Fossorochromis rostratus"
"Del.Carmen","Gambusia senilis"
"Nazas","Gambusia senilis"
"Santa.Maria","Gambusia senilis"
"Wadi.SA1","Garra buettikeri"
"Kal.e.Shur","Garra nudiventris"
"Sistan","Garra nudiventris"
"Amu.Darya","Glyptosternon reticulatum"
"Syr.Darya","Glyptosternon reticulatum"
"Cuitzeo","Goodea luitpoldii"
"Kivu","Haplochromis crebridens"
"Tanganyika","Haplochromis crebridens"
"Victoria.lake","Haplochromis crebridens"
"Lac.Bulera","Haplochromis erythromaculatus"
"Victoria.lake","Haplochromis erythromaculatus"
"Kivu","Haplochromis insidiae"
"Victoria.lake","Haplochromis insidiae"
"Kivu","Haplochromis kamiranzovu"
"Tanganyika","Haplochromis kamiranzovu"
"Victoria.lake","Haplochromis kamiranzovu"
"Victoria.lake","Haplochromis sulphureus"
"Kivu","Haplochromis vittatus"
"Tanganyika","Haplochromis vittatus"
"Victoria.lake","Haplochromis vittatus"
"Tanganyika","Haplotaxodon microlepis"
"Bear.river","Hemichromis guttatus"
"Chilwa","Hemigrammopetersius barnardi"
"Lake.Malombe","Hemigrammopetersius barnardi"
"Malawi","Hemigrammopetersius barnardi"
"Mar.Chiquita","Hemigrammus ulreyi"
"Kyoga","Hippopotamyrus grahami"
"Lake.Albert","Hippopotamyrus grahami"
"Victoria.lake","Hippopotamyrus grahami"
"Cuitzeo","Hubbsina turneri"
"Kivu","Icichthys australis"
"Cuitzeo","Ilyodon whitei"
"Malawi","Iodotropheus sprengerae"
"Okavango","Labeo altivelis"
"Tanganyika","Labeo altivelis"
"Tanganyika","Labeo congoro"
"Tanganyika","Labeobarbus macrolepis"
"Malawi","Lethrinops macrophthalmus"
"Tanganyika","Lophiobagrus cyclurus"
"Mar.Chiquita","Loricaria simillima"
"Chilwa","Marcusenius livingstonii"
"Lake.Malombe","Marcusenius livingstonii"
"Malawi","Marcusenius livingstonii"
"Aguanaval","Maskaheros argenteus"
"Aguanaval","Maskaheros regani"
"Lake.Malombe","Mastacembelus shiranus"
"Malawi","Mastacembelus shiranus"
"Okavango","Mastacembelus vanderwaali"
"Nazas","Mayaheros beani"
"Malawi","Melanochromis heterochromis"
"Okavango","Microctenopoma intermedium"
"Tchad","Mochokus niloticus"
"Lake.Eyre.Basin","Mogurnda thermophila"
"Bear.river","Mycteroperca jordani"
"Okavango","Nannocharax dageti"
"Bulloo","Neosiluroides cooperensis"
"Lake.Eyre.Basin","Neosiluroides cooperensis"
"George.lake","Nothobranchius robustus"
"Kyoga","Nothobranchius robustus"
"Lake.Albert","Nothobranchius robustus"
"Victoria.lake","Nothobranchius robustus"
"Aguanaval","Notropis aguirrepequenoi"
"Aguanaval","Notropis nazas"
"Nazas","Notropis nazas"
"Mar.Chiquita","Odontostilbe microcephala"
"Mar.Chiquita","Oligosarcus oligolepis"
"Lake.Rukwa","Oreochromis rukwaensis"
"Great.Lakes.Mongolia","Oreoleuciscus dsapchynensis"
"Titicaca","Orestias forgeti"
"Zarrine","Oxynoemacheilus brandtii"
"Kor","Oxynoemacheilus persa"
"Maharlu","Oxynoemacheilus persa"
"Kor","Oxynoemacheilus tongiorgii"
"Dasht.e.Kavir","Paracobitis atrakensis"
"Namak","Paracobitis malapterura"
"Zarrine","Paracobitis malapterura"
"Sistan","Paracobitis vignai"
"Dasht.e.Lut","Paraschistura bampurensis"
"Dasht.e.Lut","Paraschistura kessleri"
"Lut","Paraschistura kessleri"
"Mashkel","Paraschistura kessleri"
"Pichin.Lora","Paraschistura kessleri"
"Esfahan","Petroleuciscus esfahani"
"Malawi","Petrotilapia genalutea"
"Issyk.Kul","Phoxinus issykkulensis"
"Nazas","Poeciliopsis latidens"
"Nazas","Poeciliopsis prolifica"
"Kivu","Polypterus congicus"
"Tanganyika","Polypterus congicus"
"Tchad","Polypterus congicus"
"Wadi.Nashu","Pomadasys perotaei"
"Santa.Maria","Porichthys analis"
"Lake.Eyre.Basin","Porochilus obbesi"
"Santa.Maria","Prionotus albirostris"
"Dead.Sea","Pseudophoxinus kervillei"
"Tanganyika","Pseudosimochromis marginatus"
"Lake.Malombe","Rhamphochromis longiceps"
"Malawi","Rhamphochromis longiceps"
"Zarrine","Romanogobio persus"
"Ruoshui","Salanx ariakensis"
"Sevan","Salmo ischchan"
"Etosha.Pan","Sargochromis codringtonii"
"Malawi","Sargochromis codringtonii"
"Okavango","Sargochromis codringtonii"
"Helmand","Schizocypris altidorsalis"
"Sistan","Schizocypris altidorsalis"
"Amu.Darya","Schizopygopsis stoliczkai"
"Sistan","Schizothorax zarudnyi"
"Cuitzeo","Skiffia bilineata"
"Cuitzeo","Skiffia lermae"
"Zarrine","Squalius ulanus"
"Kyoga","Synodontis afrofischeri"
"Tanganyika","Synodontis afrofischeri"
"Victoria.lake","Synodontis afrofischeri"
"Okavango","Synodontis macrostoma"
"Malawi","Synodontis njassae"
"Lake.Rukwa","Synodontis rukwaensis"
"Tanganyika","Synodontis rukwaensis"
"Malawi","Synodontis woosnami"
"Okavango","Synodontis woosnami"
"Lake.Rukwa","Synodontis zambezensis"
"Malawi","Synodontis zambezensis"
"Tanganyika","Telmatochromis temporalis"
"Tanganyika","Tetraodon mbu"
"Pichin.Lora","Trachinotus mookalee"
"Helmand","Triplophysa griffithii"
"Pichin.Lora","Triplophysa griffithii"
"Helmand","Triplophysa kullmanni"
"Dead.Sea","Tristramella sacra"
"Malawi","Tropheops microstoma"
"Chilwa","Tropheops tropheops"
"Malawi","Tropheops tropheops"
"Tanganyika","Xenotilapia leptura"
"Okavango","Zaireichthys kavangoensis"
"Malawi","Zaireichthys lacustris"
"Edward","Zaireichthys rotundiceps"
"George.lake","Zaireichthys rotundiceps"
"Kyoga","Zaireichthys rotundiceps"
"Tanganyika","Zaireichthys rotundiceps"
"Victoria.lake","Zaireichthys rotundiceps"
"Cuitzeo","Zoogoneticus quitzeoensis"
"Mar.Chiquita","Acrobrycon ipanquianus"
"Beysehir","Alburnus escherichii"
"Lake.Magadi.2","Alcolapia alcalica"
"Natron","Alcolapia alcalica"
"Lake.Magadi.2","Alcolapia grahami"
"Natron","Alcolapia latilabris"
"Natron","Alcolapia ndalalani"
"Cuitzeo","Algansea lacustris"
"Tanganyika","Altolamprologus calvus"
"Edward","Amphilius kivuensis"
"Kivu","Amphilius kivuensis"
"Tanganyika","Amphilius kivuensis"
"Victoria.lake","Amphilius kivuensis"
"Burdur","Aphanius sureyanus"
"Guir","Apricaphanius saourensis"
"Trial.Well","Argyrosomus hololepidotus"
"Malawi","Aulonocara jacobfreibergi"
"Tanganyika","Bathybagrus graueri"
"Tanganyika","Bathybagrus sianenna"
"Tanganyika","Benthochromis horii"
"Tanganyika","Chelaethiops minutus"
"Malawi","Chiloglanis neumanni"
"Okavango","Chiloglanis neumanni"
"Victoria.lake","Chiloglanis somereni"
"Lake.Rukwa","Chiloglanis trilobatus"
"Burdur","Chondrostoma fahirae"
"Tanganyika","Chrysichthys brachynema"
"Victoria.lake","Clariallabes petricola"
"Tchad","Clarias jaensis"
"Prespa","Cobitis meridionalis"
"Tuz","Cobitis turcica"
"Casas.Grandes","Codoma ornata"
"Nazas","Codoma ornata"
"Lake.Austin","Craterocephalus cuneiceps"
"Lake.Eyre.Basin","Craterocephalus cuneiceps"
"Malawi","Ctenopharynx pictus"
"Mar.Chiquita","Cyphocharax spilotus"
"Tanganyika","Cyprichromis leptosoma"
"Dasht.e.Lut","Cyprinion microphthalmum"
"Casas.Grandes","Cyprinodon pisteri"
"Del.Carmen","Cyprinodon pisteri"
"Santa.Maria","Cyprinodon pisteri"
"Malawi","Dimidiochromis strigatus"
"Antelope.Wash","Empetrichthys latos"
"Etosha.Pan","Enteromius afrohamiltoni"
"Okavango","Enteromius brevidorsalis"
"Tassili","Enteromius deserti"
"Tchad","Enteromius deserti"
"Kyoga","Enteromius magdalenae"
"Victoria.lake","Enteromius magdalenae"
"Okavango","Enteromius multilineatus"
"Etosha.Pan","Enteromius poechii"
"Okavango","Enteromius poechii"
"Kyoga","Enteromius yongei"
"Victoria.lake","Enteromius yongei"
"Whitewater","Fundulus lima"
"Abhe.Bad","Garra ignestii"
"Tana.lake","Garra ignestii"
"Abhe.Bad","Garra makiensis"
"Daui","Garra makiensis"
"Ziway.Hayk","Garra makiensis"
"Beysehir","Gobio battalgilae"
"Tuz","Gobio gymnostethus"
"Tanganyika","Grammatotria lemairii"
"Lake.Albert","Haplochromis ampullarostratus"
"Victoria.lake","Haplochromis ampullarostratus"
"Lake.Albert","Haplochromis commutabilis"
"Victoria.lake","Haplochromis commutabilis"
"Kyoga","Haplochromis cryptodon"
"Lake.Albert","Haplochromis exspectatus"
"Victoria.lake","Haplochromis exspectatus"
"Kivu","Haplochromis gracilior"
"Tanganyika","Haplochromis gracilior"
"Edward","Haplochromis guiarti"
"Kyoga","Haplochromis guiarti"
"Victoria.lake","Haplochromis guiarti"
"Victoria.lake","Haplochromis longirostris"
"Kyoga","Haplochromis martini"
"Victoria.lake","Haplochromis martini"
"Edward","Haplochromis mentatus"
"Kyoga","Haplochromis michaeli"
"Edward","Haplochromis molossus"
"Edward","Haplochromis oregosoma"
"George.lake","Haplochromis oregosoma"
"Victoria.lake","Haplochromis paropius"
"Victoria.lake","Haplochromis percoides"
"Kyoga","Haplochromis squamulatus"
"Victoria.lake","Haplochromis squamulatus"
"Kyoga","Haplochromis xanthopteryx"
"Victoria.lake","Haplochromis xanthopteryx"
"Nazas","Hybognathus punctifer"
"Tanganyika","Julidochromis marksmithi"
"Tanganyika","Julidochromis ornatus"
"Tanganyika","Julidochromis regani"
"Lake.Rukwa","Kneria auriculata"
"Tanganyika","Labeo kibimbi"
"Okavango","Labeo molybdinus"
"Abhe.Bad","Labeobarbus beso"
"Tana.lake","Labeobarbus beso"
"Ziway.Hayk","Labeobarbus ethiopicus"
"Malawi","Labidochromis caeruleus"
"Malawi","Labidochromis freibergi"
"Tanganyika","Lamprichthys tanganicanus"
"Tanganyika","Lamprologus meleagris"
"Tanganyika","Lamprologus speciosus"
"Tanganyika","Lates angustifrons"
"Tanganyika","Lates stappersii"
"Tanganyika","Lepidiolamprologus hecqui"
"Malawi","Lethrinops macrochir"
"Malawi","Lethrinops micrentodon"
"Malawi","Lethrinops microdon"
"Malawi","Lethrinops mylodon"
"Lake.Eyre.Basin","Lophiocharon hutchinsi"
"Dead.Sea","Luciobarbus nasus"
"Tanganyika","Malapterurus tanganyikaensis"
"Okavango","Marcusenius altisambesi"
"Tchad","Marcusenius greshoffii"
"Tanganyika","Marcusenius stanleyanus"
"Tanganyika","Mastacembelus platysoma"
"Malawi","Maylandia barlowi"
"Malawi","Maylandia callainos"
"Malawi","Maylandia emmiltos"
"Malawi","Maylandia mbenjii"
"Malawi","Maylandia pyrsonotos"
"Malawi","Melanochromis loriae"
"Malawi","Melanochromis simulans"
"Tanganyika","Micralestes stormsi"
"Tchad","Micralestes stormsi"
"Lake.Rukwa","Micropanchax fuelleborni"
"Tanganyika","Micropanchax fuelleborni"
"Okavango","Micropanchax hutereaui"
"Tanganyika","Micropanchax hutereaui"
"Tchad","Micropanchax hutereaui"
"Okavango","Mormyrus lacerda"
"Kyoga","Mormyrus macrocephalus"
"Tchad","Nannocharax occidentalis"
"Tchad","Nannocharax parvus"
"Tanganyika","Neolamprologus caudopunctatus"
"Tanganyika","Neolamprologus marunguensis"
"Tanganyika","Neolamprologus pectoralis"
"Tanganyika","Neolamprologus prochilus"
"Tanganyika","Neolamprologus pulcher"
"Tanganyika","Neolamprologus savoryi"
"Tanganyika","Neolamprologus similis"
"Uaso.Nyiro.River","Nothobranchius bojiensis"
"Victoria.lake","Nothobranchius derhami"
"Abhe.Bad","Nothobranchius nubaensis"
"Tanganyika","Ophthalmotilapia heterodonta"
"Bahi.Swamp","Oreochromis amphimelas"
"Lake.Manyara","Oreochromis amphimelas"
"Bahi.Swamp","Oreochromis jipe"
"Tanganyika","Oreochromis karomo"
"Malawi","Oreochromis karongae"
"Malawi","Oreochromis korogwe"
"Malawi","Oreochromis mortimeri"
"Okavango","Oreochromis mortimeri"
"Malawi","Oreochromis squamipinnis"
"Tanganyika","Oreochromis tanganicae"
"Tanganyika","Oreochromis upembae"
"Great.Lakes.Mongolia","Oreoleuciscus humilis"
"Titicaca","Orestias gilsoni"
"Titicaca","Orestias jussiei"
"Titicaca","Orestias mulleri"
"Titicaca","Orestias olivaceus"
"Malawi","Otopharynx pachycheilus"
"Kor","Paracobitis persa"
"Tanganyika","Paracyprichromis brieni"
"Dead.Sea","Paraphanius mento"
"Tuz","Paraphanius similis"
"Okavango","Parauchenoglanis ngamensis"
"Tanganyika","Petrochromis famula"
"Tanganyika","Petrochromis polyodon"
"Malawi","Petrotilapia chrysos"
"Tanganyika","Phyllonemus filinemus"
"Malawi","Placidochromis polli"
"Lake.Eyre.Basin","Platycephalus chauliodous"
"Tanganyika","Plecodus multidentatus"
"Edward","Pollimyrus nigricans"
"George.lake","Pollimyrus nigricans"
"Kyoga","Pollimyrus nigricans"
"Lake.Albert","Pollimyrus nigricans"
"Tanganyika","Pollimyrus nigricans"
"Victoria.lake","Pollimyrus nigricans"
"Mar.Chiquita","Psalidodon powelli"
"Dead.Sea","Pseudophoxinus drusensis"
"Malawi","Pseudotropheus socolofi"
"Dead.Sea","Pterygotrigla spirai"
"Malawi","Rhamphochromis esox"
"Malawi","Rhamphochromis woodi"
"Balkhash","Rhynchocypris poljakowii"
"Prespa","Salmo pelagonicus"
"Santa.Maria","Sebastes sinensis"
"Okavango","Serranochromis altus"
"Okavango","Serranochromis jallae"
"Okavango","Serranochromis thumbergi"
"Tanganyika","Serranochromis thumbergi"
"Etosha.Pan","Synodontis macrostigma"
"Okavango","Synodontis macrostigma"
"Chilwa","Synodontis nigromaculatus"
"Malawi","Synodontis nigromaculatus"
"Okavango","Synodontis nigromaculatus"
"Tanganyika","Synodontis nigromaculatus"
"Malawi","Taeniochromis holotaenia"
"Tanganyika","Telmatochromis vittatus"
"Etosha.Pan","Thoracochromis albolabris"
"Mar.Chiquita","Trichomycterus corduvensis"
"Quinto","Trichomycterus corduvensis"
"Salina.Grandes","Trichomycterus corduvensis"
"Qaidam","Triplophysa chondrostoma"
"Great.Lakes.Mongolia","Triplophysa gundriseri"
