"s" "f" "o" "insertions"
"560" "Akysis_pictus" "Akysidae" "Siluriformes" "Congeneric_insertion"
"561" "Akysis_portellus" "Akysidae" "Siluriformes" "Congeneric_insertion"
"562" "Akysis_prashadi" "Akysidae" "Siluriformes" "Present_in_Tree"
"563" "Akysis_pulvinatus" "Akysidae" "Siluriformes" "Congeneric_insertion"
"564" "Akysis_recavus" "Akysidae" "Siluriformes" "Congeneric_insertion"
"565" "Akysis_scorteus" "Akysidae" "Siluriformes" "Congeneric_insertion"
"566" "Akysis_variegatus" "Akysidae" "Siluriformes" "Congeneric_insertion"
"567" "Akysis_varius" "Akysidae" "Siluriformes" "Congeneric_insertion"
"568" "Akysis_vespa" "Akysidae" "Siluriformes" "Congeneric_insertion"
"569" "Akysis_vespertinus" "Akysidae" "Siluriformes" "Congeneric_insertion"
"588" "Albula_nemoptera" "Albulidae" "Albuliformes" "Present_in_Tree"
"593" "Albulichthys_albuloides" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"594" "Alburnoides_bipunctatus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"595" "Alburnoides_coadi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"596" "Alburnoides_devolli" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"597" "Alburnoides_economoui" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"598" "Alburnoides_eichwaldii" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"599" "Alburnoides_emineae" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"600" "Alburnoides_fangfangae" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"601" "Alburnoides_fasciatus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"602" "Alburnoides_freyhofi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"603" "Alburnoides_gmelini" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"604" "Alburnoides_holciki" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"605" "Alburnoides_idignensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"606" "Alburnoides_kosswigi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"607" "Alburnoides_kubanicus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"608" "Alburnoides_kurui" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"609" "Alburnoides_maculatus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"610" "Alburnoides_manyasensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"611" "Alburnoides_namaki" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"612" "Alburnoides_nicolausi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"613" "Alburnoides_oblongus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"614" "Alburnoides_ohridanus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"615" "Alburnoides_parhami" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"616" "Alburnoides_petrubanarescui" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"617" "Alburnoides_prespensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"618" "Alburnoides_qanati" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"619" "Alburnoides_recepi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"620" "Alburnoides_rossicus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"621" "Alburnoides_samiii" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"622" "Alburnoides_strymonicus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"623" "Alburnoides_tabarestanensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"624" "Alburnoides_taeniatus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"625" "Alburnoides_thessalicus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"626" "Alburnoides_varentsovi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"627" "Alburnoides_velioglui" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"628" "Alburnus_adanensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"629" "Alburnus_akili" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"630" "Alburnus_albidus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"631" "Alburnus_alburnus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"632" "Alburnus_amirkabiri" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"633" "Alburnus_arborella" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"634" "Alburnus_atropatenae" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"635" "Alburnus_attalus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"636" "Alburnus_baliki" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"637" "Alburnus_battalgilae" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"638" "Alburnus_belvica" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"639" "Alburnus_caeruleus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"640" "Alburnus_carinatus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"641" "Alburnus_chalcoides" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"642" "Alburnus_danubicus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"643" "Alburnus_demiri" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"644" "Alburnus_derjugini" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"645" "Alburnus_doriae" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"646" "Alburnus_escherichii" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"647" "Alburnus_filippii" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"648" "Alburnus_heckeli" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"649" "Alburnus_hohenackeri" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"650" "Alburnus_istanbulensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"651" "Alburnus_kotschyi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"652" "Alburnus_leobergi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"653" "Alburnus_macedonicus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"654" "Alburnus_mandrensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"655" "Alburnus_mento" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"656" "Alburnus_mentoides" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"657" "Alburnus_mossulensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"658" "Alburnus_nasreddini" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"659" "Alburnus_neretvae" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"660" "Alburnus_nicaeensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"661" "Alburnus_orontis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"662" "Alburnus_qalilus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"663" "Alburnus_sarmaticus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"664" "Alburnus_sava" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"665" "Alburnus_schischkovi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"666" "Alburnus_scoranza" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"667" "Alburnus_selcuklui" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"668" "Alburnus_sellal" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"669" "Alburnus_tarichi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"670" "Alburnus_thessalicus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"671" "Alburnus_timarensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"672" "Alburnus_vistonicus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"673" "Alburnus_volviticus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"674" "Alburnus_zagrosensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"677" "Alcolapia_alcalica" "Cichlidae" "Cichliformes" "Present_in_Tree"
"678" "Alcolapia_grahami" "Cichlidae" "Cichliformes" "Present_in_Tree"
"679" "Alcolapia_latilabris" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"680" "Alcolapia_ndalalani" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"681" "Aldrichetta_forsteri" "Mugilidae" "Mugiliformes" "Present_in_Tree"
"703" "Alepidomus_evermanni" "Atherinidae" "Atheriniformes" "Present_in_Tree"
"727" "Alestes_ansorgii" "Alestidae" "Characiformes" "Congeneric_insertion"
"728" "Alestes_baremoze" "Alestidae" "Characiformes" "Present_in_Tree"
"729" "Alestes_dentex" "Alestidae" "Characiformes" "Present_in_Tree"
"730" "Alestes_inferus" "Alestidae" "Characiformes" "Present_in_Tree"
"731" "Alestes_liebrechtsii" "Alestidae" "Characiformes" "Present_in_Tree"
"732" "Alestes_macrophthalmus" "Alestidae" "Characiformes" "Present_in_Tree"
"733" "Alestes_stuhlmannii" "Alestidae" "Characiformes" "Congeneric_insertion"
"734" "Alestopetersius_bifasciatus" "Alestidae" "Characiformes" "Present_in_Tree"
"735" "Alestopetersius_brichardi" "Alestidae" "Characiformes" "Congeneric_insertion"
"736" "Alestopetersius_caudalis" "Alestidae" "Characiformes" "Present_in_Tree"
"737" "Alestopetersius_compressus" "Alestidae" "Characiformes" "Congeneric_insertion"
"738" "Alestopetersius_conspectus" "Alestidae" "Characiformes" "Present_in_Tree"
"739" "Alestopetersius_hilgendorfi" "Alestidae" "Characiformes" "Present_in_Tree"
"740" "Alestopetersius_leopoldianus" "Alestidae" "Characiformes" "Congeneric_insertion"
"741" "Alestopetersius_nigropterus" "Alestidae" "Characiformes" "Congeneric_insertion"
"742" "Alestopetersius_smykalai" "Alestidae" "Characiformes" "Congeneric_insertion"
"743" "Alestopetersius_tumbensis" "Alestidae" "Characiformes" "Present_in_Tree"
"744" "Alfaro_cultratus" "Poeciliidae" "Cyprinodontiformes" "Present_in_Tree"
"745" "Alfaro_huberi" "Poeciliidae" "Cyprinodontiformes" "Present_in_Tree"
"746" "Algansea_amecae" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"747" "Algansea_aphanea" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"748" "Algansea_avia" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"749" "Algansea_barbata" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"750" "Algansea_lacustris" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"751" "Algansea_monticola" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"752" "Algansea_popoche" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"753" "Algansea_tincella" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"772" "Alloblennius_jugularis" "Blenniidae" "Perciformes" "Family_insertion"
"785" "Allodontichthys_hubbsi" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"786" "Allodontichthys_polylepis" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"787" "Allodontichthys_tamazulae" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"788" "Allodontichthys_zonistius" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"790" "Allomogurnda_flavimarginata" "Eleotridae" "Gobiiformes" "Family_insertion"
"791" "Allomogurnda_hoesei" "Eleotridae" "Gobiiformes" "Congeneric_Family_level"
"792" "Allomogurnda_insularis" "Eleotridae" "Gobiiformes" "Congeneric_Family_level"
"794" "Allomogurnda_montana" "Eleotridae" "Gobiiformes" "Congeneric_Family_level"
"795" "Allomogurnda_multicincta" "Eleotridae" "Gobiiformes" "Congeneric_Family_level"
"796" "Allomogurnda_nesolepis" "Eleotridae" "Gobiiformes" "Congeneric_Family_level"
"797" "Allomogurnda_papua" "Eleotridae" "Gobiiformes" "Congeneric_Family_level"
"798" "Allomogurnda_sampricei" "Eleotridae" "Gobiiformes" "Congeneric_Family_level"
"800" "Alloophorus_robustus" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"803" "Allotoca_catarinae" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"804" "Allotoca_diazi" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"805" "Allotoca_dugesii" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"806" "Allotoca_goslinei" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"807" "Allotoca_maculata" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"808" "Allotoca_meeki" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"809" "Allotoca_regalis" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"810" "Allotoca_zacapuensis" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"814" "Alosa_aestivalis" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"815" "Alosa_agone" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"816" "Alosa_alabamae" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"817" "Alosa_algeriensis" "Clupeidae" "Clupeiformes" "Congeneric_insertion"
"818" "Alosa_alosa" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"820" "Alosa_caspia" "Clupeidae" "Clupeiformes" "Congeneric_insertion"
"821" "Alosa_chrysochloris" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"823" "Alosa_fallax" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"824" "Alosa_immaculata" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"825" "Alosa_kessleri" "Clupeidae" "Clupeiformes" "Congeneric_insertion"
"826" "Alosa_killarnensis" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"827" "Alosa_macedonica" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"828" "Alosa_maeotica" "Clupeidae" "Clupeiformes" "Congeneric_insertion"
"829" "Alosa_mediocris" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"830" "Alosa_pseudoharengus" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"831" "Alosa_sapidissima" "Clupeidae" "Clupeiformes" "Present_in_Tree"
"832" "Alosa_saposchnikowii" "Clupeidae" "Clupeiformes" "Congeneric_insertion"
"834" "Alosa_suworowi" "Clupeidae" "Clupeiformes" "Congeneric_insertion"
"835" "Alosa_tanaica" "Clupeidae" "Clupeiformes" "Congeneric_insertion"
"836" "Alosa_vistonica" "Clupeidae" "Clupeiformes" "Congeneric_insertion"
"837" "Alosa_volgensis" "Clupeidae" "Clupeiformes" "Congeneric_insertion"
"841" "Alticorpus_geoffreyi" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"842" "Alticorpus_macrocleithrum" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"843" "Alticorpus_mentale" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"844" "Alticorpus_peterdaviesi" "Cichlidae" "Cichliformes" "Present_in_Tree"
"845" "Alticorpus_profundicola" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"856" "Altolamprologus_calvus" "Cichlidae" "Cichliformes" "Present_in_Tree"
"857" "Altolamprologus_compressiceps" "Cichlidae" "Cichliformes" "Present_in_Tree"
"866" "Amaralia_hypsiura" "Aspredinidae" "Siluriformes" "Present_in_Tree"
"867" "Amaralia_oviraptor" "Aspredinidae" "Siluriformes" "Congeneric_insertion"
"868" "Amarginops_platus" "Claroteidae" "Siluriformes" "Family_insertion"
"870" "Amatitlania_altoflava" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"871" "Amatitlania_coatepeque" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"872" "Amatitlania_kanna" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"873" "Amatitlania_myrnae" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"874" "Amatitlania_nanolutea" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"875" "Amatitlania_nigrofasciata" "Cichlidae" "Cichliformes" "Present_in_Tree"
"876" "Amatitlania_sajica" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"877" "Amatitlania_septemfasciata" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"878" "Amatitlania_siquia" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"879" "Amazonspinther_dalmata" "Characidae" "Characiformes" "Present_in_Tree"
"880" "Amazonsprattus_scintilla" "Engraulidae" "Clupeiformes" "Present_in_Tree"
"881" "Ambassis_agassizii" "Ambassidae" "Perciformes" "Present_in_Tree"
"882" "Ambassis_agrammus" "Ambassidae" "Perciformes" "Present_in_Tree"
"883" "Ambassis_ambassis" "Ambassidae" "Perciformes" "Present_in_Tree"
"884" "Ambassis_buruensis" "Ambassidae" "Perciformes" "Present_in_Tree"
"885" "Ambassis_buton" "Ambassidae" "Perciformes" "Congeneric_insertion"
"886" "Ambassis_dussumieri" "Ambassidae" "Perciformes" "Present_in_Tree"
"887" "Ambassis_elongata" "Ambassidae" "Perciformes" "Congeneric_insertion"
"888" "Ambassis_fontoynonti" "Ambassidae" "Perciformes" "Congeneric_insertion"
"889" "Ambassis_gymnocephalus" "Ambassidae" "Perciformes" "Present_in_Tree"
"890" "Ambassis_interrupta" "Ambassidae" "Perciformes" "Present_in_Tree"
"891" "Ambassis_jacksoniensis" "Ambassidae" "Perciformes" "Congeneric_insertion"
"892" "Ambassis_kopsii" "Ambassidae" "Perciformes" "Congeneric_insertion"
"893" "Ambassis_macleayi" "Ambassidae" "Perciformes" "Present_in_Tree"
"894" "Ambassis_macracanthus" "Ambassidae" "Perciformes" "Congeneric_insertion"
"895" "Ambassis_marianus" "Ambassidae" "Perciformes" "Present_in_Tree"
"896" "Ambassis_miops" "Ambassidae" "Perciformes" "Present_in_Tree"
"897" "Ambassis_nalua" "Ambassidae" "Perciformes" "Congeneric_insertion"
"898" "Ambassis_natalensis" "Ambassidae" "Perciformes" "Congeneric_insertion"
"899" "Ambassis_urotaenia" "Ambassidae" "Perciformes" "Present_in_Tree"
"900" "Ambassis_vachellii" "Ambassidae" "Perciformes" "Congeneric_insertion"
"901" "Ambastaia_nigrolineata" "Cobitidae" "Cypriniformes" "Present_in_Tree"
"902" "Ambastaia_sidthimunki" "Cobitidae" "Cypriniformes" "Present_in_Tree"
"904" "Ambloplites_ariommus" "Centrarchidae" "Centrarchiformes" "Present_in_Tree"
"905" "Ambloplites_cavifrons" "Centrarchidae" "Centrarchiformes" "Present_in_Tree"
"906" "Ambloplites_constellatus" "Centrarchidae" "Centrarchiformes" "Present_in_Tree"
"907" "Ambloplites_rupestris" "Centrarchidae" "Centrarchiformes" "Present_in_Tree"
"908" "Amblyceps_accari" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"909" "Amblyceps_apangi" "Amblycipitidae" "Siluriformes" "Present_in_Tree"
"911" "Amblyceps_caecutiens" "Amblycipitidae" "Siluriformes" "Present_in_Tree"
"912" "Amblyceps_carinatum" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"913" "Amblyceps_cerinum" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"914" "Amblyceps_foratum" "Amblycipitidae" "Siluriformes" "Present_in_Tree"
"915" "Amblyceps_kurzii" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"916" "Amblyceps_laticeps" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"917" "Amblyceps_macropterus" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"918" "Amblyceps_mangois" "Amblycipitidae" "Siluriformes" "Present_in_Tree"
"919" "Amblyceps_murraystuarti" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"920" "Amblyceps_platycephalus" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"921" "Amblyceps_protentum" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"922" "Amblyceps_serratum" "Amblycipitidae" "Siluriformes" "Present_in_Tree"
"923" "Amblyceps_tenuispinis" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"924" "Amblyceps_torrentis" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"925" "Amblyceps_tuberculatum" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"926" "Amblyceps_variegatum" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"927" "Amblyceps_waikhomi" "Amblycipitidae" "Siluriformes" "Congeneric_insertion"
"936" "Amblydoras_affinis" "Doradidae" "Siluriformes" "Present_in_Tree"
"937" "Amblydoras_bolivarensis" "Doradidae" "Siluriformes" "Congeneric_insertion"
"938" "Amblydoras_gonzalezi" "Doradidae" "Siluriformes" "Congeneric_insertion"
"939" "Amblydoras_monitor" "Doradidae" "Siluriformes" "Present_in_Tree"
"940" "Amblydoras_nauticus" "Doradidae" "Siluriformes" "Present_in_Tree"
"1010" "Amblyopsis_hoosieri" "Amblyopsidae" "Percopsiformes" "Congeneric_insertion"
"1011" "Amblyopsis_rosae" "Amblyopsidae" "Percopsiformes" "Present_in_Tree"
"1012" "Amblyopsis_spelaea" "Amblyopsidae" "Percopsiformes" "Present_in_Tree"
"1014" "Amblypharyngodon_atkinsonii" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"1015" "Amblypharyngodon_chulabhornae" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"1016" "Amblypharyngodon_melettinus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"1017" "Amblypharyngodon_microlepis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"1018" "Amblypharyngodon_mola" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"1032" "Amblyrhynchichthys_micracanthus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"1033" "Amblyrhynchichthys_truncatus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"1039" "Ameca_splendens" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"1040" "Ameiurus_brunneus" "Ictaluridae" "Siluriformes" "Present_in_Tree"
"1041" "Ameiurus_catus" "Ictaluridae" "Siluriformes" "Present_in_Tree"
"1042" "Ameiurus_melas" "Ictaluridae" "Siluriformes" "Present_in_Tree"
"1043" "Ameiurus_natalis" "Ictaluridae" "Siluriformes" "Present_in_Tree"
"1044" "Ameiurus_nebulosus" "Ictaluridae" "Siluriformes" "Present_in_Tree"
"1045" "Ameiurus_platycephalus" "Ictaluridae" "Siluriformes" "Present_in_Tree"
"1046" "Ameiurus_serracanthus" "Ictaluridae" "Siluriformes" "Present_in_Tree"
"1047" "Amia_calva" "Amiidae" "Amiiformes" "Present_in_Tree"
"1050" "Ammocrypta_beanii" "Percidae" "Perciformes" "Present_in_Tree"
"1051" "Ammocrypta_bifascia" "Percidae" "Perciformes" "Present_in_Tree"
"1052" "Ammocrypta_clara" "Percidae" "Perciformes" "Present_in_Tree"
